,Text,Language
0,Astăzi este o zi frumoasă.,Romanian
1,Mâine voi merge la școală.,Romanian
2,Cât e ceasul acum?,Romanian
3,Îmi place foarte mult să citesc.,Romanian
4,Am fost la mare vara trecută.,Romanian
5,Cine este cel mai bun prieten al tău?,Romanian
6,Acesta este un câine foarte drăguț.,Romanian
7,Îmi place să ascult muzică seara.,Romanian
8,Unde te-ai născut?,Romanian
9,Ai învățat pentru examen?,Romanian
10,Am uitat cheile acasă.,Romanian
11,Ce faci în weekend?,Romanian
12,Mergem la film în această seară?,Romanian
13,Câți ani ai?,Romanian
14,Ai vrea să bem o cafea împreună?,Romanian
15,"Mi-e foame, ce mâncăm?",Romanian
16,Azi dimineață m-am trezit devreme.,Romanian
17,Ai văzut ultimul episod din serial?,Romanian
18,Vremea e foarte caldă astăzi.,Romanian
19,Am o carte pe care vreau să ți-o arăt.,Romanian
20,Locuiești în oraș sau la țară?,Romanian
21,Acesta este fratele meu mai mic.,Romanian
22,"Când ai timp liber, ce faci?",Romanian
23,Azi e ziua de naștere a mamei mele.,Romanian
24,Te-ai hotărât unde vrei să pleci în vacanță?,Romanian
25,Cât de departe este plaja de aici?,Romanian
26,Ne vedem mâine dimineață la cafenea.,Romanian
27,Cum a fost excursia la munte?,Romanian
28,Îmi place să merg la pescuit.,Romanian
29,Mâine trebuie să mă trezesc devreme.,Romanian
30,Ai terminat temele pentru azi?,Romanian
31,Ce fel de filme îți plac?,Romanian
32,Anul acesta vreau să învăț o limbă nouă.,Romanian
33,A fost o experiență interesantă.,Romanian
34,Care este mâncarea ta preferată?,Romanian
35,Când e următoarea vacanță?,Romanian
36,Astăzi este foarte mult de lucru.,Romanian
37,Ai auzit despre noul proiect?,Romanian
38,Câți membri are familia ta?,Romanian
39,Îmi place să alerg dimineața.,Romanian
40,Ai văzut noul film de acțiune?,Romanian
41,A plouat toată ziua ieri.,Romanian
42,Unde ai fost plecat weekend-ul trecut?,Romanian
43,Am întâlnit o persoană foarte interesantă.,Romanian
44,În ce clasă ești acum?,Romanian
45,Ai timp să ne vedem săptămâna viitoare?,Romanian
46,Cum este vremea la tine?,Romanian
47,Ieri am avut o zi foarte aglomerată.,Romanian
48,Acesta este locul meu de muncă.,Romanian
49,Am fost la un concert minunat aseară.,Romanian
50,Cât de departe este stația de autobuz?,Romanian
51,Ce îți place să faci în timpul liber?,Romanian
52,Îmi place să mă plimb prin parc.,Romanian
53,Astăzi avem o întâlnire importantă.,Romanian
54,Ai încercat vreodată să gătești?,Romanian
55,Cum ți se pare orașul nostru?,Romanian
56,Trebuie să mă duc la doctor mâine.,Romanian
57,Mergem la cumpărături împreună?,Romanian
58,Când ai terminat ultima ta carte?,Romanian
59,Am avut o discuție interesantă cu colegii.,Romanian
60,Ce planuri ai pentru săptămâna viitoare?,Romanian
61,Cât de des faci sport?,Romanian
62,Vreau să învăț să cânt la chitară.,Romanian
63,Ce ai mâncat la prânz astăzi?,Romanian
64,A fost o vacanță relaxantă.,Romanian
65,Unde lucrezi acum?,Romanian
66,Ai terminat proiectul la care lucrai?,Romanian
67,Ne întâlnim la ora șapte diseară.,Romanian
68,Cum îți place să-ți petreci weekendul?,Romanian
69,Ai un animal de companie?,Romanian
70,Îmi place să merg la teatru.,Romanian
71,Unde ai cumpărat acea geantă?,Romanian
72,Care este filmul tău preferat?,Romanian
73,Am găsit un restaurant nou în oraș.,Romanian
74,Ce sport practici de obicei?,Romanian
75,Ce îți place să faci în vacanță?,Romanian
76,Acum studiez pentru examen.,Romanian
77,A fost un concert extraordinar.,Romanian
78,Am avut o zi foarte productivă.,Romanian
79,Ce părere ai despre această carte?,Romanian
80,Unde ai făcut școala primară?,Romanian
81,Ai fost vreodată în străinătate?,Romanian
82,Îmi place să scriu poezii în timpul liber.,Romanian
83,Care este destinația ta preferată de vacanță?,Romanian
84,Când ai plecat ultima oară în vacanță?,Romanian
85,A fost o zi foarte lungă la muncă.,Romanian
86,Ce te face să zâmbești?,Romanian
87,Unde vrei să mergem săptămâna viitoare?,Romanian
88,Cât costă acest bilet de tren?,Romanian
89,Ce materii preferi la școală?,Romanian
90,Îmi place să ascult podcasturi dimineața.,Romanian
91,Unde plănuiești să mergi vara aceasta?,Romanian
92,Care este culoarea ta preferată?,Romanian
93,Astăzi am întâlnit un vechi prieten.,Romanian
94,Când ai vizitat ultima oară muzeul?,Romanian
95,Mergi des la cinema?,Romanian
96,Ai fost vreodată la un festival de muzică?,Romanian
97,Care este cartea ta preferată?,Romanian
98,Vrei să mergem la un picnic weekend-ul acesta?,Romanian
99,Ce ai învățat nou astăzi?,Romanian
100,Este o zi perfectă pentru plimbări.,Romanian
101,Ce mâncare îți place să gătești?,Romanian
102,Ai vrea să înveți să dansezi?,Romanian
103,Am fost la munte weekend-ul trecut.,Romanian
104,Ce sporturi urmărești la televizor?,Romanian
105,Am nevoie de o vacanță.,Romanian
106,A fost un weekend foarte relaxant.,Romanian
107,Ce faci de obicei după muncă?,Romanian
108,Ai terminat de citit cartea aceea?,Romanian
109,Astăzi m-am trezit foarte devreme.,Romanian
110,Ce ai făcut în vacanța de vară?,Romanian
111,Cum te simți azi?,Romanian
112,Îmi place să călătoresc în țări străine.,Romanian
113,Care este melodia ta preferată?,Romanian
114,Unde ai vrea să locuiești în viitor?,Romanian
115,Astăzi am învățat ceva nou.,Romanian
116,A fost o experiență de neuitat.,Romanian
117,Cât de des vizitezi biblioteca?,Romanian
118,Ai fost vreodată în România?,Romanian
119,Unde ai vrea să mergi în următoarea vacanță?,Romanian
120,Astăzi am întâlnit o persoană foarte interesantă.,Romanian
121,Mergi des la sala de sport?,Romanian
122,Ai vrea să încerci un sport nou?,Romanian
123,Care este cel mai frumos loc pe care l-ai vizitat?,Romanian
124,Ai auzit de noua cafenea din oraș?,Romanian
125,Îmi place să înot în timpul verii.,Romanian
126,Ai fost la muzeul de artă?,Romanian
127,Ce locuri preferi să vizitezi?,Romanian
128,Ai un hobby?,Romanian
129,Care este cel mai bun lucru pe care l-ai făcut azi?,Romanian
130,Îmi place să fac poze în natură.,Romanian
131,Ce ai plănuit pentru weekend?,Romanian
132,Ai reușit să termini proiectul la timp?,Romanian
133,Ce faci în această seară?,Romanian
134,Ai ascultat ultimul album al trupei tale preferate?,Romanian
135,Unde ai fost în vacanța de iarnă?,Romanian
136,A fost o zi foarte friguroasă.,Romanian
137,Ce părere ai despre vremea de astăzi?,Romanian
138,Ai văzut aurora boreală?,Romanian
139,Cât de des te întâlnești cu prietenii tăi?,Romanian
140,Ce filme ai văzut recent?,Romanian
141,Ai vrea să faci un tur al Europei?,Romanian
142,Care este cea mai interesantă țară pe care ai vizitat-o?,Romanian
143,Unde îți petreci de obicei vacanțele?,Romanian
144,Ce gen de cărți îți place să citești?,Romanian
145,Ai ascultat vreodată muzică clasică?,Romanian
146,Ce activități îți plac în timpul liber?,Romanian
147,Ai fost vreodată într-o croazieră?,Romanian
148,Ce ai făcut weekend-ul trecut?,Romanian
149,A fost o zi foarte liniștită.,Romanian
150,Unde ai fost în vacanța de primăvară?,Romanian
151,Ai învățat ceva nou astăzi?,Romanian
152,Care este cartea ta preferată din copilărie?,Romanian
153,Ce emisiuni de televiziune urmărești?,Romanian
154,Îți place să dansezi?,Romanian
155,Când ai început să înveți să gătești?,Romanian
156,Ai un loc preferat pentru vacanțe?,Romanian
157,Unde îți petreci de obicei timpul liber?,Romanian
158,Care este orașul tău preferat din lume?,Romanian
159,Îmi place să merg la muzeu în timpul liber.,Romanian
160,"În zilele noastre, dezvoltarea tehnologiei informației a transformat radical modul în care comunicăm și interacționăm unii cu alții, având un impact semnificativ asupra societății.",Romanian
161,"Educația reprezintă cheia pentru îmbunătățirea calității vieții, iar investirea în tineri este esențială pentru construirea unei societăți mai prospere și mai educate.",Romanian
162,"Într-o lume din ce în ce mai globalizată, cunoașterea și înțelegerea diverselor culturi devin din ce în ce mai importante pentru a promova toleranța și cooperarea între națiuni.",Romanian
163,"Resursele naturale ale planetei sunt limitate, de aceea este crucial să le gestionăm cu responsabilitate și să promovăm practici sustenabile în toate domeniile vieții.",Romanian
164,Implicarea activă a cetățenilor în procesul decizional democratic este esențială pentru a asigura o guvernare transparentă și responsabilă.,Romanian
165,"Stresul și stilul de viață aglomerat pot avea efecte negative asupra sănătății mentale și fizice, ceea ce subliniază importanța găsirii unor metode de relaxare eficiente.",Romanian
166,"În calitate de consumatori, este important să fim conștienți de impactul alegerilor noastre asupra mediului și să ne străduim să adoptăm un stil de viață mai ecologic.",Romanian
167,Literatura română este bogată în opere valoroase care reflectă identitatea culturală a națiunii și contribuie la patrimoniul literar mondial.,Romanian
168,Sănătatea publică este un domeniu complex care necesită colaborarea între diverse instituții pentru a asigura bunăstarea comunității.,Romanian
169,Educarea tinerilor în privința drepturilor omului și a responsabilităților civice este esențială pentru formarea unei societăți democratice și incluzive.,Romanian
170,Programele de formare profesională continuă sunt vitale pentru adaptarea angajaților la cerințele în continuă schimbare ale pieței muncii.,Romanian
171,Colaborarea internațională în domeniul cercetării științifice poate conduce la descoperiri revoluționare care să beneficieze întreaga umanitate.,Romanian
172,Traditiile și obiceiurile locale joacă un rol important în menținerea identității culturale și în promovarea diversității într-o societate globalizată.,Romanian
173,Folosirea tehnologiilor digitale în educație poate îmbunătăți semnificativ accesul la informație și poate facilita procesul de învățare.,Romanian
174,"Participarea tinerilor în activitățile de voluntariat contribuie la dezvoltarea abilităților lor sociale și profesionale, precum și la întărirea comunităților locale.",Romanian
175,Inovația și creativitatea sunt factori esențiali pentru dezvoltarea economică și competitivitatea unei națiuni pe piața globală.,Romanian
176,"Înfruntarea schimbărilor climatice necesită un efort colectiv din partea guvernelor, companiilor și indivizilor pentru a proteja mediul înconjurător.",Romanian
177,Promovarea sportului și a unui stil de viață sănătos este esențială pentru prevenirea bolilor cronice și pentru îmbunătățirea calității vieții.,Romanian
178,Proiectele artistice și culturale contribuie la dezvoltarea creativității și la îmbogățirea experienței umane prin intermediul expresiei artistice.,Romanian
179,Educația ecologică este crucială pentru formarea unei generații conștiente de provocările de mediu și pentru dezvoltarea unor soluții durabile.,Romanian
180,Importanța protecției drepturilor minorităților este fundamentală pentru asigurarea unei societăți juste și echitabile pentru toți cetățenii.,Romanian
181,Colaborarea dintre sectorul public și cel privat poate aduce soluții inovatoare pentru problemele sociale și economice ale comunităților.,Romanian
182,"Diversitatea culturală este un aspect valoros al societății noastre, care ar trebui să fie sărbătorit și promovat prin educație și cultură.",Romanian
183,Investițiile în infrastructură sunt esențiale pentru dezvoltarea economică și pentru îmbunătățirea calității vieții cetățenilor.,Romanian
184,Îmbunătățirea accesului la servicii de sănătate de calitate este crucială pentru asigurarea bunăstării populației și pentru prevenirea bolilor.,Romanian
185,Dialogul intercultural este esențial pentru promovarea păcii și înțelegerii între diferitele comunități etnice și culturale.,Romanian
186,Participarea activă a femeilor în procesul decizional este importantă pentru promovarea egalității de gen și a justiției sociale.,Romanian
187,Sustenabilitatea economică depinde de capacitatea noastră de a gestiona resursele naturale și de a promova inovația în toate sectoarele.,Romanian
188,"Îmbunătățirea calității educației este o prioritate pentru a asigura oportunități egale pentru toți tinerii, indiferent de mediul lor socioeconomic.",Romanian
189,Promovarea educației antreprenoriale poate stimula spiritul de inițiativă și creativitatea în rândul tinerilor.,Romanian
190,Acțiunile de conservare a biodiversității sunt esențiale pentru protejarea ecosistemelor și pentru menținerea echilibrului natural.,Romanian
191,Conectivitatea digitală este vitală pentru integrarea economică și socială a comunităților din zonele rurale și izolate.,Romanian
192,Educația financiară este esențială pentru dezvoltarea unei economii sustenabile și pentru îmbunătățirea calității vieții cetățenilor.,Romanian
193,Promovarea unei culturi a păcii și a toleranței este importantă pentru prevenirea conflictelor și pentru construirea unei societăți armonioase.,Romanian
194,"Impactul tehnologiei asupra locurilor de muncă este o preocupare majoră, iar adaptarea la noile condiții devine o necesitate.",Romanian
195,Conservarea patrimoniului cultural este esențială pentru menținerea identității naționale și pentru educarea generațiilor viitoare.,Romanian
196,Colaborarea între instituțiile educaționale și mediul de afaceri poate contribui la dezvoltarea abilităților necesare pe piața muncii.,Romanian
197,Gestionarea eficientă a resurselor de apă este crucială pentru asigurarea unei dezvoltări sustenabile și pentru protejarea mediului.,Romanian
198,Participarea activă a cetățenilor în viața comunității poate duce la creșterea nivelului de implicare civic și la îmbunătățirea calității vieții.,Romanian
199,Importanța promovării sănătății mintale în rândul tinerilor devine tot mai evidentă în contextul provocărilor sociale și economice actuale.,Romanian
200,Implicarea tinerilor în activitățile de advocacy poate contribui la promovarea schimbărilor pozitive în societate.,Romanian
201,Crearea de locuri de muncă durabile este esențială pentru dezvoltarea economică și pentru îmbunătățirea condițiilor de trai ale populației.,Romanian
202,Învățarea pe tot parcursul vieții este un principiu fundamental pentru adaptarea la schimbările rapide din societate și pe piața muncii.,Romanian
203,Implementarea de politici publice care să susțină dezvoltarea durabilă este esențială pentru viitorul nostru și al planetei.,Romanian
204,Responsabilitatea socială a companiilor este importantă pentru construirea unei economii echitabile și sustenabile.,Romanian
205,Promovarea artei și culturii locale poate aduce beneficii economice și sociale semnificative comunităților.,Romanian
206,Cunoașterea diverselor tehnici de mediu și management al deșeurilor este esențială pentru protejarea resurselor naturale.,Romanian
207,Educația sexuală adecvată poate contribui la reducerea problemelor legate de sănătatea reproducerii în rândul tinerilor.,Romanian
208,"Sustenabilitatea ecologică este un obiectiv major al societății contemporane, care necesită acțiuni concertate din partea tuturor.",Romanian
209,"Acțiunile de voluntariat nu doar că ajută comunitatea, dar contribuie și la dezvoltarea personală a celor implicați.",Romanian
210,Construirea unei societăți incluzive presupune recunoașterea și respectarea diversității și a drepturilor fiecărei persoane.,Romanian
211,Mobilizarea resurselor financiare pentru proiecte de dezvoltare comunitară este esențială pentru reducerea sărăciei.,Romanian
212,Programele de formare în domeniul tehnologiei informației sunt vitale pentru creșterea competențelor tinerilor pe piața muncii.,Romanian
213,Participarea activă a tinerilor în procesele de dezvoltare comunitară poate aduce o schimbare pozitivă și poate contribui la crearea unui mediu mai bun pentru toți.,Romanian
214,"Tehnologiile emergente, cum ar fi inteligența artificială, au potențialul de a transforma industriile și de a influența modul în care trăim și lucrăm.",Romanian
215,Conștientizarea importanței diversității în mediul de lucru poate îmbunătăți colaborarea și poate stimula inovația în cadrul echipelor.,Romanian
216,Crearea de politici care să încurajeze egalitatea de șanse este esențială pentru asigurarea unei societăți echitabile pentru toți cetățenii.,Romanian
217,Educația financiară este crucială pentru capacitatea indivizilor de a lua decizii informate în ceea ce privește gestionarea resurselor lor financiare.,Romanian
218,Promovarea utilizării surselor regenerabile de energie este o strategie importantă în lupta împotriva schimbărilor climatice și a poluării.,Romanian
219,Programele de asistență socială pot juca un rol esențial în sprijinirea celor vulnerabili și în reducerea inegalităților sociale.,Romanian
220,Creșterea conștientizării cu privire la problemele de mediu poate conduce la acțiuni concrete din partea indivizilor și comunităților.,Romanian
221,Participarea activă a cetățenilor în alegeri este esențială pentru o democrație sănătoasă și pentru reprezentarea corectă a intereselor comunității.,Romanian
222,Sustenabilitatea în agricultură este vitală pentru asigurarea alimentației globale și pentru protejarea resurselor naturale ale planetei.,Romanian
223,Colaborarea între diferitele sectoare ale economiei este esențială pentru dezvoltarea de soluții inovatoare și eficiente pentru provocările curente.,Romanian
224,Crearea unui mediu de lucru favorabil diversității și incluziunii poate duce la o cultură organizațională mai sănătoasă și mai productivă.,Romanian
225,Educația de calitate este un drept fundamental al fiecărei persoane și o condiție esențială pentru dezvoltarea personală și profesională.,Romanian
226,Promovarea sportului și a activităților fizice în rândul tinerilor poate contribui la îmbunătățirea sănătății lor fizice și mentale.,Romanian
227,Conștientizarea problemelor legate de sănătatea mentală este crucială pentru prevenirea stigmatizării și sprijinirea celor afectați.,Romanian
228,O bună comunicare între autoritățile locale și cetățeni este esențială pentru a asigura transparența și responsabilitatea în gestionarea resurselor.,Romanian
229,"Inovațiile în domeniul educației, cum ar fi învățarea online, pot oferi oportunități noi pentru accesul la cunoștințe și resurse.",Romanian
230,Programele de mentorat pot oferi sprijin tinerilor în dezvoltarea abilităților necesare pentru succesul profesional și personal.,Romanian
231,Colaborarea internațională în domeniul științific poate conduce la soluții globale pentru problemele complexe cu care se confruntă omenirea.,Romanian
232,Fiecare individ are un rol important în protejarea mediului și în promovarea unui stil de viață sustenabil.,Romanian
233,Inițiativele de educație pentru dezvoltare durabilă pot ajuta la creșterea conștientizării cu privire la problemele globale și locale.,Romanian
234,Promovarea consumului responsabil și a producției sustenabile poate contribui la protejarea resurselor naturale ale planetei.,Romanian
235,Cunoașterea legislației privind drepturile omului este esențială pentru protejarea și promovarea acestor drepturi în societate.,Romanian
236,Participarea tinerilor în activități artistice și culturale poate contribui la dezvoltarea creativității și a exprimării de sine.,Romanian
237,Managementul eficient al riscurilor este esențial pentru protejarea comunităților împotriva efectelor negative ale schimbărilor climatice.,Romanian
238,Proiectele de conservare a naturii pot ajuta la menținerea biodiversității și la protejarea ecosistemelor fragile.,Romanian
239,Colaborarea între mediul academic și industrie este esențială pentru promovarea inovației și a transferului de cunoștințe.,Romanian
240,Educația pentru sănătate joacă un rol important în prevenirea bolilor și în promovarea unui stil de viață sănătos.,Romanian
241,Diversificarea surselor de energie este crucială pentru asigurarea unei economii durabile și pentru reducerea dependenței de combustibilii fosili.,Romanian
242,Participarea comunității în planificarea urbană poate contribui la crearea unor orașe mai sustenabile și mai prietenoase cu cetățenii.,Romanian
243,Conștientizarea problemelor de mediu în rândul tinerilor poate stimula acțiuni concrete pentru protejarea naturii și a resurselor.,Romanian
244,Încurajarea lecturii și a educației literare poate îmbunătăți gândirea critică și abilitățile de analiză ale tinerilor.,Romanian
245,"Sustenabilitatea economică și ecologică sunt interconectate, iar abordările integrate sunt esențiale pentru un viitor durabil.",Romanian
246,Crearea unui mediu educațional incluziv contribuie la sprijinirea diversității și la asigurarea accesului egal pentru toți elevii.,Romanian
247,Importanța gestionării eficace a resurselor de apă devine tot mai evidentă în contextul schimbărilor climatice și al creșterii populației.,Romanian
248,Promovarea dialogului intercultural este esențială pentru construirea unor relații pozitive între comunități diverse.,Romanian
249,Educarea tinerilor în privința drepturilor și responsabilităților lor civice este esențială pentru dezvoltarea unei societăți active și implicate.,Romanian
250,Campaniile de conștientizare cu privire la sănătatea publică pot influența comportamentele individuale și comunitare în direcția unui stil de viață sănătos.,Romanian
251,Implicarea cetățenilor în inițiativele ecologice poate conduce la schimbări semnificative în gestionarea resurselor naturale.,Romanian
252,Sărbătorirea diversității culturale în comunități poate promova înțelegerea și respectul reciproc între grupuri diferite.,Romanian
253,Promovarea antreprenoriatului social poate contribui la soluționarea problemelor sociale și la crearea de locuri de muncă durabile.,Romanian
254,Educația tehnologică este crucială pentru pregătirea tinerilor pentru viitorul profesional și pentru a face față provocărilor din mediul digital.,Romanian
255,Îmbunătățirea sistemelor de sănătate publică este esențială pentru creșterea calității vieții și a speranței de viață a populației.,Romanian
256,Inovațiile în domeniul transportului pot contribui la reducerea emisiilor de carbon și la crearea unor orașe mai sustenabile.,Romanian
257,Construirea unor parteneriate între organizațiile non-guvernamentale și instituțiile publice poate aduce beneficii semnificative comunităților locale.,Romanian
